STATE,ZIP,COUNTYNAME,,STCOUNTYFP,CLASSFP
KS,66510,Osage County,,20139,H1
KS,66871,Osage County,,20139,H1
KS,66856,Osage County,,20139,H1
KS,66543,Osage County,,20139,H1
KS,66528,Osage County,,20139,H1
KS,67474,Osborne County,,20141,H1
KS,67675,Osborne County,,20141,H1
KS,67623,Osborne County,,20141,H1
KS,67649,Osborne County,,20141,H1
KS,67673,Osborne County,,20141,H1
KS,67648,Osborne County,,20141,H1
KS,67473,Osborne County,,20141,H1
KS,67485,Osborne County,,20141,H1
KS,67437,Osborne County,,20141,H1
KS,67651,Osborne County,,20141,H1
KS,67458,Ottawa County,,20143,H1
KS,67422,Ottawa County,,20143,H1
KS,67484,Ottawa County,,20143,H1
KS,67436,Ottawa County,,20143,H1
KS,67432,Ottawa County,,20143,H1
KS,67467,Ottawa County,,20143,H1
KS,67401,Ottawa County,,20143,H1
KS,66901,Ottawa County,,20143,H1
KS,67455,Ottawa County,,20143,H1
KS,67466,Ottawa County,,20143,H1
KS,67470,Ottawa County,,20143,H1
KS,67418,Ottawa County,,20143,H1
KS,67480,Ottawa County,,20143,H1
KS,67445,Ottawa County,,20143,H1
KS,67567,Pawnee County,,20145,H1
KS,67550,Pawnee County,,20145,H1
KS,67574,Pawnee County,,20145,H1
KS,67523,Pawnee County,,20145,H1
KS,67529,Pawnee County,,20145,H1
KS,67557,Pawnee County,,20145,H1
KS,67547,Pawnee County,,20145,H1
KS,67661,Phillips County,,20147,H1
KS,67664,Phillips County,,20147,H1
KS,66951,Phillips County,,20147,H1
KS,67639,Phillips County,,20147,H1
KS,67621,Phillips County,,20147,H1
KS,67628,Phillips County,,20147,H1
KS,67647,Phillips County,,20147,H1
KS,67644,Phillips County,,20147,H1
KS,67646,Phillips County,,20147,H1
KS,66536,Pottawatomie County,,20149,H1
KS,66521,Pottawatomie County,,20149,H1
KS,66547,Pottawatomie County,,20149,H1
KS,66535,Pottawatomie County,,20149,H1
KS,66427,Pottawatomie County,,20149,H1
KS,66407,Pottawatomie County,,20149,H1
KS,66432,Pottawatomie County,,20149,H1
KS,66549,Pottawatomie County,,20149,H1
KS,66520,Pottawatomie County,,20149,H1
KS,66422,Pottawatomie County,,20149,H1
KS,66502,Pottawatomie County,,20149,H1
KS,66540,Pottawatomie County,,20149,H1
KS,67028,Pratt County,,20151,H1
KS,67066,Pratt County,,20151,H1
KS,67557,Pratt County,,20151,H1
KS,67124,Pratt County,,20151,H1
KS,67059,Pratt County,,20151,H1
KS,67134,Pratt County,,20151,H1
KS,67021,Pratt County,,20151,H1
KS,67583,Pratt County,,20151,H1
KS,67035,Pratt County,,20151,H1
KS,67065,Pratt County,,20151,H1
KS,67744,Rawlins County,,20153,H1
KS,67745,Rawlins County,,20153,H1
KS,67730,Rawlins County,,20153,H1
KS,67749,Rawlins County,,20153,H1
KS,67739,Rawlins County,,20153,H1
KS,67701,Rawlins County,,20153,H1
KS,67068,Reno County,,20155,H1
KS,67566,Reno County,,20155,H1
KS,67570,Reno County,,20155,H1
KS,67510,Reno County,,20155,H1
KS,67543,Reno County,,20155,H1
KS,67561,Reno County,,20155,H1
KS,67025,Reno County,,20155,H1
KS,67546,Reno County,,20155,H1
KS,67585,Reno County,,20155,H1
KS,67501,Reno County,,20155,H1
KS,67568,Reno County,,20155,H1
KS,67512,Reno County,,20155,H1
KS,67578,Reno County,,20155,H1
KS,67505,Reno County,,20155,H1
KS,67583,Reno County,,20155,H1
KS,67514,Reno County,,20155,H1
KS,67108,Reno County,,20155,H1
KS,67581,Reno County,,20155,H1
KS,67020,Reno County,,20155,H1
KS,67502,Reno County,,20155,H1
KS,67522,Reno County,,20155,H1
KS,67579,Reno County,,20155,H1
KS,67035,Reno County,,20155,H1
KS,66966,Republic County,,20157,H1
KS,66960,Republic County,,20157,H1
KS,66935,Republic County,,20157,H1
KS,66949,Republic County,,20157,H1
KS,66964,Republic County,,20157,H1
KS,66939,Republic County,,20157,H1
KS,66940,Republic County,,20157,H1
KS,66961,Republic County,,20157,H1
KS,66938,Republic County,,20157,H1
KS,66959,Republic County,,20157,H1
KS,66930,Republic County,,20157,H1
KS,66901,Republic County,,20157,H1
KS,67502,Rice County,,20159,H1
KS,67459,Rice County,,20159,H1
KS,67491,Rice County,,20159,H1
KS,67561,Rice County,,20159,H1
KS,67546,Rice County,,20159,H1
KS,67512,Rice County,,20159,H1
KS,67524,Rice County,,20159,H1
KS,67579,Rice County,,20159,H1
KS,67573,Rice County,,20159,H1
KS,67444,Rice County,,20159,H1
KS,67554,Rice County,,20159,H1
KS,67457,Rice County,,20159,H1
KS,67427,Rice County,,20159,H1
KS,67526,Rice County,,20159,H1
KS,66506,Riley County,,20161,H1
KS,66505,Riley County,,20161,H1
KS,66411,Riley County,,20161,H1
KS,66449,Riley County,,20161,H1
KS,66548,Riley County,,20161,H1
KS,66531,Riley County,,20161,H1
KS,66442,Riley County,,20161,H1
KS,66503,Riley County,,20161,H1
KS,66502,Riley County,,20161,H1
KS,66554,Riley County,,20161,H1
KS,66517,Riley County,,20161,H1
KS,66933,Riley County,,20161,H1
KS,67432,Riley County,,20161,H1
KS,67447,Riley County,,20161,H1
KS,67663,Rooks County,,20163,H1
KS,67632,Rooks County,,20163,H1
KS,67642,Rooks County,,20163,H1
KS,67657,Rooks County,,20163,H1
KS,67675,Rooks County,,20163,H1
KS,67646,Rooks County,,20163,H1
KS,67669,Rooks County,,20163,H1
KS,67651,Rooks County,,20163,H1
KS,67661,Rooks County,,20163,H1
KS,67659,Rooks County,,20163,H1
KS,67639,Rooks County,,20163,H1
KS,67559,Rush County,,20165,H1
KS,67565,Rush County,,20165,H1
KS,67553,Rush County,,20165,H1
KS,67511,Rush County,,20165,H1
KS,67548,Rush County,,20165,H1
KS,67513,Rush County,,20165,H1
KS,67567,Rush County,,20165,H1
KS,67520,Rush County,,20165,H1
KS,67556,Rush County,,20165,H1
KS,67575,Rush County,,20165,H1
KS,67665,Russell County,,20167,H1
KS,67649,Russell County,,20167,H1
KS,67544,Russell County,,20167,H1
KS,67634,Russell County,,20167,H1
KS,67640,Russell County,,20167,H1
KS,67673,Russell County,,20167,H1
KS,67648,Russell County,,20167,H1
KS,67490,Russell County,,20167,H1
KS,67658,Russell County,,20167,H1
KS,67481,Russell County,,20167,H1
KS,67626,Russell County,,20167,H1
KS,67416,Saline County,,20169,H1
KS,67484,Saline County,,20169,H1
KS,67448,Saline County,,20169,H1
KS,67470,Saline County,,20169,H1
KS,67456,Saline County,,20169,H1
KS,67401,Saline County,,20169,H1
KS,67480,Saline County,,20169,H1
KS,67402,Saline County,,20169,H1
KS,67425,Saline County,,20169,H1
KS,67442,Saline County,,20169,H1
KS,67863,Scott County,,20171,H1
KS,67851,Scott County,,20171,H1
KS,67850,Scott County,,20171,H1
KS,67871,Scott County,,20171,H1
KS,67147,Sedgwick County,,20173,H1
KS,67016,Sedgwick County,,20173,H1
KS,67120,Sedgwick County,,20173,H1
KS,67215,Sedgwick County,,20173,H1
KS,67226,Sedgwick County,,20173,H1
KS,67052,Sedgwick County,,20173,H1
KS,67001,Sedgwick County,,20173,H1
KS,67118,Sedgwick County,,20173,H1
KS,67275,Sedgwick County,,20173,H1
KS,67219,Sedgwick County,,20173,H1
KS,67210,Sedgwick County,,20173,H1
KS,67211,Sedgwick County,,20173,H1
KS,67216,Sedgwick County,,20173,H1
KS,67203,Sedgwick County,,20173,H1
KS,67108,Sedgwick County,,20173,H1
KS,67101,Sedgwick County,,20173,H1
KS,67206,Sedgwick County,,20173,H1
KS,67230,Sedgwick County,,20173,H1
KS,67212,Sedgwick County,,20173,H1
KS,67213,Sedgwick County,,20173,H1
KS,67220,Sedgwick County,,20173,H1
KS,67106,Sedgwick County,,20173,H1
KS,67543,Sedgwick County,,20173,H1
KS,67221,Sedgwick County,,20173,H1
KS,67228,Sedgwick County,,20173,H1
KS,67232,Sedgwick County,,20173,H1
KS,67055,Sedgwick County,,20173,H1
KS,67260,Sedgwick County,,20173,H1
KS,67207,Sedgwick County,,20173,H1
KS,67208,Sedgwick County,,20173,H1
KS,67217,Sedgwick County,,20173,H1
KS,67209,Sedgwick County,,20173,H1
KS,67201,Sedgwick County,,20173,H1
KS,67025,Sedgwick County,,20173,H1
KS,67017,Sedgwick County,,20173,H1
KS,67020,Sedgwick County,,20173,H1
KS,67039,Sedgwick County,,20173,H1
KS,67276,Sedgwick County,,20173,H1
KS,67235,Sedgwick County,,20173,H1
KS,67205,Sedgwick County,,20173,H1
KS,67214,Sedgwick County,,20173,H1
KS,67277,Sedgwick County,,20173,H1
KS,67037,Sedgwick County,,20173,H1
KS,67026,Sedgwick County,,20173,H1
KS,67060,Sedgwick County,,20173,H1
KS,67135,Sedgwick County,,20173,H1
KS,67050,Sedgwick County,,20173,H1
KS,67030,Sedgwick County,,20173,H1
KS,67223,Sedgwick County,,20173,H1
KS,67133,Sedgwick County,,20173,H1
KS,67031,Sedgwick County,,20173,H1
KS,67218,Sedgwick County,,20173,H1
KS,67227,Sedgwick County,,20173,H1
KS,67278,Sedgwick County,,20173,H1
KS,67204,Sedgwick County,,20173,H1
KS,67110,Sedgwick County,,20173,H1
KS,67149,Sedgwick County,,20173,H1
KS,67202,Sedgwick County,,20173,H1
KS,67067,Sedgwick County,,20173,H1
KS,67951,Seward County,,20175,H1
KS,67901,Seward County,,20175,H1
KS,67952,Seward County,,20175,H1
KS,67870,Seward County,,20175,H1
KS,67869,Seward County,,20175,H1
KS,67859,Seward County,,20175,H1
KS,67954,Seward County,,20175,H1
KS,67877,Seward County,,20175,H1
KS,66620,Shawnee County,,20177,H1
KS,66636,Shawnee County,,20177,H1
KS,66629,Shawnee County,,20177,H1
KS,66409,Shawnee County,,20177,H1
KS,66617,Shawnee County,,20177,H1
KS,66512,Shawnee County,,20177,H1
KS,66542,Shawnee County,,20177,H1
KS,66604,Shawnee County,,20177,H1
KS,66647,Shawnee County,,20177,H1
KS,66616,Shawnee County,,20177,H1
KS,66536,Shawnee County,,20177,H1
KS,66546,Shawnee County,,20177,H1
KS,66667,Shawnee County,,20177,H1
KS,66050,Shawnee County,,20177,H1
KS,66624,Shawnee County,,20177,H1
KS,66614,Shawnee County,,20177,H1
KS,66608,Shawnee County,,20177,H1
KS,66609,Shawnee County,,20177,H1
KS,66619,Shawnee County,,20177,H1
KS,66431,Shawnee County,,20177,H1
KS,66414,Shawnee County,,20177,H1
KS,66603,Shawnee County,,20177,H1
KS,66610,Shawnee County,,20177,H1
KS,66611,Shawnee County,,20177,H1
KS,66606,Shawnee County,,20177,H1
KS,66539,Shawnee County,,20177,H1
KS,66615,Shawnee County,,20177,H1
KS,66601,Shawnee County,,20177,H1
KS,66420,Shawnee County,,20177,H1
KS,66699,Shawnee County,,20177,H1
KS,66402,Shawnee County,,20177,H1
KS,66533,Shawnee County,,20177,H1
KS,66607,Shawnee County,,20177,H1
KS,66618,Shawnee County,,20177,H1
KS,66524,Shawnee County,,20177,H1
KS,66683,Shawnee County,,20177,H1
KS,66622,Shawnee County,,20177,H1
KS,66626,Shawnee County,,20177,H1
KS,66625,Shawnee County,,20177,H1
KS,66605,Shawnee County,,20177,H1
KS,66612,Shawnee County,,20177,H1
KS,66621,Shawnee County,,20177,H1
KS,67738,Sheridan County,,20179,H1
KS,67740,Sheridan County,,20179,H1
KS,67753,Sheridan County,,20179,H1
KS,67757,Sheridan County,,20179,H1
KS,67733,Sherman County,,20181,H1
KS,67732,Sherman County,,20181,H1
KS,67741,Sherman County,,20181,H1
KS,67735,Sherman County,,20181,H1
KS,66951,Smith County,,20183,H1
KS,66952,Smith County,,20183,H1
KS,67638,Smith County,,20183,H1
KS,67474,Smith County,,20183,H1
KS,66932,Smith County,,20183,H1
KS,67628,Smith County,,20183,H1
KS,67437,Smith County,,20183,H1
KS,66967,Smith County,,20183,H1
KS,67578,Stafford County,,20185,H1
KS,67545,Stafford County,,20185,H1
KS,67526,Stafford County,,20185,H1
KS,67557,Stafford County,,20185,H1
KS,67576,Stafford County,,20185,H1
KS,67530,Stafford County,,20185,H1
KS,67855,Stanton County,,20187,H1
KS,67878,Stanton County,,20187,H1
KS,67862,Stanton County,,20187,H1
KS,67953,Stevens County,,20189,H1
KS,67951,Stevens County,,20189,H1
KS,67952,Stevens County,,20189,H1
KS,67031,Sumner County,,20191,H1
KS,67103,Sumner County,,20191,H1
KS,67110,Sumner County,,20191,H1
KS,67051,Sumner County,,20191,H1
KS,67026,Sumner County,,20191,H1
KS,67146,Sumner County,,20191,H1
KS,67120,Sumner County,,20191,H1
KS,67119,Sumner County,,20191,H1
KS,67105,Sumner County,,20191,H1
KS,67018,Sumner County,,20191,H1
KS,67140,Sumner County,,20191,H1
KS,67004,Sumner County,,20191,H1
KS,67049,Sumner County,,20191,H1
KS,67013,Sumner County,,20191,H1
KS,67152,Sumner County,,20191,H1
KS,67022,Sumner County,,20191,H1
KS,67106,Sumner County,,20191,H1
KS,67118,Sumner County,,20191,H1
KS,67701,Thomas County,,20193,H1
KS,67764,Thomas County,,20193,H1
KS,67748,Thomas County,,20193,H1
KS,67734,Thomas County,,20193,H1
KS,67743,Thomas County,,20193,H1
KS,67732,Thomas County,,20193,H1
KS,67753,Thomas County,,20193,H1
KS,67747,Thomas County,,20193,H1
KS,67672,Trego County,,20195,H1
KS,67656,Trego County,,20195,H1
KS,67584,Trego County,,20195,H1
KS,67637,Trego County,,20195,H1
KS,67572,Trego County,,20195,H1
KS,67752,Trego County,,20195,H1
KS,67631,Trego County,,20195,H1
KS,66526,Wabaunsee County,,20197,H1
KS,66507,Wabaunsee County,,20197,H1
KS,66501,Wabaunsee County,,20197,H1
KS,66401,Wabaunsee County,,20197,H1
KS,66615,Wabaunsee County,,20197,H1
KS,66834,Wabaunsee County,,20197,H1
KS,66431,Wabaunsee County,,20197,H1
KS,66614,Wabaunsee County,,20197,H1
KS,66846,Wabaunsee County,,20197,H1
KS,66610,Wabaunsee County,,20197,H1
KS,66413,Wabaunsee County,,20197,H1
KS,66547,Wabaunsee County,,20197,H1
KS,66423,Wabaunsee County,,20197,H1
KS,66407,Wabaunsee County,,20197,H1
KS,66536,Wabaunsee County,,20197,H1
KS,67761,Wallace County,,20199,H1
KS,67758,Wallace County,,20199,H1
KS,67762,Wallace County,,20199,H1
KS,66968,Washington County,,20201,H1
KS,66943,Washington County,,20201,H1
KS,66946,Washington County,,20201,H1
KS,66548,Washington County,,20201,H1
KS,66960,Washington County,,20201,H1
KS,66937,Washington County,,20201,H1
KS,66953,Washington County,,20201,H1
KS,66955,Washington County,,20201,H1
KS,66412,Washington County,,20201,H1
KS,66962,Washington County,,20201,H1
KS,66958,Washington County,,20201,H1
KS,66933,Washington County,,20201,H1
KS,66945,Washington County,,20201,H1
KS,66938,Washington County,,20201,H1
KS,66944,Washington County,,20201,H1
KS,67861,Wichita County,,20203,H1
KS,67863,Wichita County,,20203,H1
KS,67335,Wilson County,,20205,H1
KS,66714,Wilson County,,20205,H1
KS,67047,Wilson County,,20205,H1
KS,66776,Wilson County,,20205,H1
KS,66717,Wilson County,,20205,H1
KS,66720,Wilson County,,20205,H1
KS,66777,Wilson County,,20205,H1
KS,66736,Wilson County,,20205,H1
KS,66757,Wilson County,,20205,H1
KS,66710,Wilson County,,20205,H1
KS,66761,Woodson County,,20207,H1
KS,66748,Woodson County,,20207,H1
KS,66852,Woodson County,,20207,H1
KS,66758,Woodson County,,20207,H1
KS,66783,Woodson County,,20207,H1
KS,66870,Woodson County,,20207,H1
KS,66777,Woodson County,,20207,H1
KS,66717,Woodson County,,20207,H1
KS,66736,Woodson County,,20207,H1
KS,66749,Woodson County,,20207,H1
KS,66103,Wyandotte County,,20209,H6
KS,66115,Wyandotte County,,20209,H6
KS,66160,Wyandotte County,,20209,H6
KS,66101,Wyandotte County,,20209,H6
KS,66217,Wyandotte County,,20209,H6
KS,66105,Wyandotte County,,20209,H6
KS,66112,Wyandotte County,,20209,H6
KS,66119,Wyandotte County,,20209,H6
KS,66106,Wyandotte County,,20209,H6
KS,66109,Wyandotte County,,20209,H6
KS,66048,Wyandotte County,,20209,H6
KS,66102,Wyandotte County,,20209,H6
KS,66117,Wyandotte County,,20209,H6
KS,66118,Wyandotte County,,20209,H6
KS,66007,Wyandotte County,,20209,H6
KS,66012,Wyandotte County,,20209,H6
KS,66104,Wyandotte County,,20209,H6
KS,66111,Wyandotte County,,20209,H6
KS,66216,Wyandotte County,,20209,H6
KY,42743,Adair County,,21001,H1
KY,42753,Adair County,,21001,H1
KY,42741,Adair County,,21001,H1
KY,42728,Adair County,,21001,H1
KY,42742,Adair County,,21001,H1
KY,42715,Adair County,,21001,H1
KY,42642,Adair County,,21001,H1
KY,42733,Adair County,,21001,H1
KY,42528,Adair County,,21001,H1
KY,42129,Adair County,,21001,H1
KY,42539,Adair County,,21001,H1
KY,42718,Adair County,,21001,H1
KY,42720,Adair County,,21001,H1
KY,42164,Allen County,,21003,H1
KY,42134,Allen County,,21003,H1
KY,42171,Allen County,,21003,H1
KY,42153,Allen County,,21003,H1
KY,42133,Allen County,,21003,H1
KY,42120,Allen County,,21003,H1
KY,42122,Allen County,,21003,H1
KY,40372,Anderson County,,21005,H1
KY,40342,Anderson County,,21005,H1
KY,40012,Anderson County,,21005,H1
KY,40076,Anderson County,,21005,H1
KY,40046,Anderson County,,21005,H1
KY,40601,Anderson County,,21005,H1
KY,40078,Anderson County,,21005,H1
KY,42022,Ballard County,,21007,H1
KY,42087,Ballard County,,21007,H1
KY,42060,Ballard County,,21007,H1
KY,42024,Ballard County,,21007,H1
KY,42056,Ballard County,,21007,H1
KY,42053,Ballard County,,21007,H1
KY,42749,Barren County,,21009,H1
KY,42166,Barren County,,21009,H1
KY,42156,Barren County,,21009,H1
KY,42123,Barren County,,21009,H1
KY,42746,Barren County,,21009,H1
KY,42154,Barren County,,21009,H1
KY,42130,Barren County,,21009,H1
KY,42152,Barren County,,21009,H1
KY,42157,Barren County,,21009,H1
KY,42141,Barren County,,21009,H1
KY,42160,Barren County,,21009,H1
KY,42127,Barren County,,21009,H1
KY,42133,Barren County,,21009,H1
KY,42171,Barren County,,21009,H1
KY,42131,Barren County,,21009,H1
KY,40353,Bath County,,21011,H1
KY,40374,Bath County,,21011,H1
KY,40346,Bath County,,21011,H1
KY,40322,Bath County,,21011,H1
KY,40358,Bath County,,21011,H1
KY,40351,Bath County,,21011,H1
KY,40334,Bath County,,21011,H1
KY,40311,Bath County,,21011,H1
KY,40360,Bath County,,21011,H1
KY,40371,Bath County,,21011,H1
KY,41041,Bath County,,21011,H1
KY,40977,Bell County,,21013,H1
KY,40958,Bell County,,21013,H1
KY,40856,Bell County,,21013,H1
KY,40813,Bell County,,21013,H1
KY,40939,Bell County,,21013,H1
KY,40902,Bell County,,21013,H1
KY,40940,Bell County,,21013,H1
KY,40988,Bell County,,21013,H1
KY,40913,Bell County,,21013,H1
KY,40845,Bell County,,21013,H1
KY,40930,Bell County,,21013,H1
KY,40955,Bell County,,21013,H1
KY,40965,Bell County,,21013,H1
KY,41048,Boone County,,21015,H1
KY,41022,Boone County,,21015,H1
KY,41080,Boone County,,21015,H1
KY,45275,Boone County,,21015,H1
KY,41030,Boone County,,21015,H1
KY,41005,Boone County,,21015,H1
KY,41091,Boone County,,21015,H1
KY,41025,Boone County,,21015,H1
KY,41042,Boone County,,21015,H1
KY,41018,Boone County,,21015,H1
KY,41092,Boone County,,21015,H1
KY,41094,Boone County,,21015,H1
KY,41051,Boone County,,21015,H1
KY,40511,Bourbon County,,21017,H1
KY,40374,Bourbon County,,21017,H1
KY,40361,Bourbon County,,21017,H1
KY,40353,Bourbon County,,21017,H1
KY,41031,Bourbon County,,21017,H1
KY,40324,Bourbon County,,21017,H1
KY,40357,Bourbon County,,21017,H1
KY,40348,Bourbon County,,21017,H1
KY,40516,Bourbon County,,21017,H1
KY,40311,Bourbon County,,21017,H1
KY,41102,Boyd County,,21019,H1
KY,41230,Boyd County,,21019,H1
KY,41168,Boyd County,,21019,H1
KY,41105,Boyd County,,21019,H1
KY,41132,Boyd County,,21019,H1
KY,41129,Boyd County,,21019,H1
KY,41101,Boyd County,,21019,H1
KY,40464,Boyle County,,21021,H1
KY,40440,Boyle County,,21021,H1
KY,40468,Boyle County,,21021,H1
KY,40328,Boyle County,,21021,H1
KY,40330,Boyle County,,21021,H1
KY,40452,Boyle County,,21021,H1
KY,40422,Boyle County,,21021,H1
KY,41002,Bracken County,,21023,H1
KY,41064,Bracken County,,21023,H1
KY,41034,Bracken County,,21023,H1
KY,41044,Bracken County,,21023,H1
KY,41061,Bracken County,,21023,H1
KY,41043,Bracken County,,21023,H1
KY,41040,Bracken County,,21023,H1
KY,41004,Bracken County,,21023,H1
KY,41348,Breathitt County,,21025,H1
KY,41317,Breathitt County,,21025,H1
KY,41366,Breathitt County,,21025,H1
KY,41727,Breathitt County,,21025,H1
KY,41339,Breathitt County,,21025,H1
KY,41364,Breathitt County,,21025,H1
KY,41314,Breathitt County,,21025,H1
KY,41721,Breathitt County,,21025,H1
KY,41310,Breathitt County,,21025,H1
KY,41745,Breathitt County,,21025,H1
KY,41385,Breathitt County,,21025,H1
KY,41301,Breathitt County,,21025,H1
KY,41390,Breathitt County,,21025,H1
KY,41311,Breathitt County,,21025,H1
KY,40145,Breckinridge County,,21027,H1
KY,40161,Breckinridge County,,21027,H1
KY,40142,Breckinridge County,,21027,H1
KY,40146,Breckinridge County,,21027,H1
KY,40144,Breckinridge County,,21027,H1
KY,40170,Breckinridge County,,21027,H1
KY,42343,Breckinridge County,,21027,H1
KY,42712,Breckinridge County,,21027,H1
KY,40111,Breckinridge County,,21027,H1
KY,40119,Breckinridge County,,21027,H1
KY,40153,Breckinridge County,,21027,H1
KY,40143,Breckinridge County,,21027,H1
KY,40175,Breckinridge County,,21027,H1
KY,42754,Breckinridge County,,21027,H1
KY,40152,Breckinridge County,,21027,H1
KY,40176,Breckinridge County,,21027,H1
KY,40115,Breckinridge County,,21027,H1
KY,40178,Breckinridge County,,21027,H1
KY,40171,Breckinridge County,,21027,H1
KY,40140,Breckinridge County,,21027,H1
KY,40157,Breckinridge County,,21027,H1
KY,40109,Bullitt County,,21029,H1
KY,40110,Bullitt County,,21029,H1
KY,40229,Bullitt County,,21029,H1
KY,40177,Bullitt County,,21029,H1
KY,40071,Bullitt County,,21029,H1
KY,40150,Bullitt County,,21029,H1
KY,40129,Bullitt County,,21029,H1
KY,40207,Bullitt County,,21029,H1
KY,40047,Bullitt County,,21029,H1
KY,40272,Bullitt County,,21029,H1
KY,40166,Bullitt County,,21029,H1
KY,40165,Bullitt County,,21029,H1
KY,40013,Bullitt County,,21029,H1
KY,40299,Bullitt County,,21029,H1
KY,42261,Butler County,,21031,H1
KY,42256,Butler County,,21031,H1
KY,42339,Butler County,,21031,H1
KY,42333,Butler County,,21031,H1
KY,42721,Butler County,,21031,H1
KY,42273,Butler County,,21031,H1
KY,42252,Butler County,,21031,H1
KY,42201,Butler County,,21031,H1
KY,42219,Butler County,,21031,H1
KY,42320,Butler County,,21031,H1
KY,42288,Butler County,,21031,H1
KY,42101,Butler County,,21031,H1
KY,42275,Butler County,,21031,H1
KY,42408,Caldwell County,,21033,H1
KY,42411,Caldwell County,,21033,H1
KY,42445,Caldwell County,,21033,H1
KY,42064,Caldwell County,,21033,H1
KY,42211,Caldwell County,,21033,H1
KY,42036,Calloway County,,21035,H1
KY,42076,Calloway County,,21035,H1
KY,42066,Calloway County,,21035,H1
KY,42048,Calloway County,,21035,H1
KY,42049,Calloway County,,21035,H1
KY,42071,Calloway County,,21035,H1
KY,42020,Calloway County,,21035,H1
KY,42054,Calloway County,,21035,H1
KY,42040,Calloway County,,21035,H1
KY,42025,Calloway County,,21035,H1
KY,41001,Campbell County,,21037,H1
KY,41006,Campbell County,,21037,H1
KY,41099,Campbell County,,21037,H1
KY,41007,Campbell County,,21037,H1
KY,41076,Campbell County,,21037,H1
KY,41074,Campbell County,,21037,H1
KY,41075,Campbell County,,21037,H1
KY,41072,Campbell County,,21037,H1
KY,41071,Campbell County,,21037,H1
KY,41073,Campbell County,,21037,H1
KY,41059,Campbell County,,21037,H1
KY,41085,Campbell County,,21037,H1
KY,42021,Carlisle County,,21039,H1
KY,42023,Carlisle County,,21039,H1
KY,42039,Carlisle County,,21039,H1
KY,42035,Carlisle County,,21039,H1
KY,40045,Carroll County,,21041,H1
KY,41083,Carroll County,,21041,H1
KY,40011,Carroll County,,21041,H1
KY,41045,Carroll County,,21041,H1
KY,40075,Carroll County,,21041,H1
KY,41008,Carroll County,,21041,H1
KY,41098,Carroll County,,21041,H1
KY,40006,Carroll County,,21041,H1
KY,41146,Carter County,,21043,H1
KY,41132,Carter County,,21043,H1
KY,41142,Carter County,,21043,H1
KY,41121,Carter County,,21043,H1
KY,41143,Carter County,,21043,H1
KY,41180,Carter County,,21043,H1
KY,41144,Carter County,,21043,H1
KY,41168,Carter County,,21043,H1
KY,40351,Carter County,,21043,H1
KY,41164,Carter County,,21043,H1
KY,41173,Carter County,,21043,H1
KY,41179,Carter County,,21043,H1
KY,41141,Carter County,,21043,H1
KY,41171,Carter County,,21043,H1
KY,42642,Casey County,,21045,H1
KY,42539,Casey County,,21045,H1
KY,42528,Casey County,,21045,H1
KY,42566,Casey County,,21045,H1
KY,42516,Casey County,,21045,H1
KY,42728,Casey County,,21045,H1
KY,40009,Casey County,,21045,H1
KY,42541,Casey County,,21045,H1
KY,40484,Casey County,,21045,H1
KY,40442,Casey County,,21045,H1
KY,42733,Casey County,,21045,H1
KY,40437,Casey County,,21045,H1
KY,42553,Casey County,,21045,H1
KY,40328,Casey County,,21045,H1
KY,40489,Casey County,,21045,H1
KY,40464,Casey County,,21045,H1
KY,42544,Casey County,,21045,H1
KY,42565,Casey County,,21045,H1
KY,42262,Christian County,,21047,H1
KY,42215,Christian County,,21047,H1
KY,42442,Christian County,,21047,H1
KY,42453,Christian County,,21047,H1
KY,42408,Christian County,,21047,H1
KY,42464,Christian County,,21047,H1
KY,42220,Christian County,,21047,H1
KY,42241,Christian County,,21047,H1
KY,42217,Christian County,,21047,H1
KY,42254,Christian County,,21047,H1
KY,42240,Christian County,,21047,H1
KY,42236,Christian County,,21047,H1
KY,42266,Christian County,,21047,H1
KY,42232,Christian County,,21047,H1
KY,42286,Christian County,,21047,H1
KY,40391,Clark County,,21049,H1
KY,40353,Clark County,,21049,H1
KY,40515,Clark County,,21049,H1
KY,40392,Clark County,,21049,H1
KY,40509,Clark County,,21049,H1
KY,40312,Clark County,,21049,H1
KY,40983,Clay County,,21051,H1
KY,40402,Clay County,,21051,H1
KY,40972,Clay County,,21051,H1
KY,40741,Clay County,,21051,H1
KY,40962,Clay County,,21051,H1
KY,40906,Clay County,,21051,H1
KY,40951,Clay County,,21051,H1
KY,40932,Clay County,,21051,H1
KY,40941,Clay County,,21051,H1
KY,40914,Clay County,,21051,H1
KY,40913,Clay County,,21051,H1
KY,40744,Clay County,,21051,H1
KY,40944,Clay County,,21051,H1
KY,40831,Clay County,,21051,H1
KY,40858,Clay County,,21051,H1
KY,42602,Clinton County,,21053,H1
KY,42717,Clinton County,,21053,H1
KY,42603,Clinton County,,21053,H1
KY,42033,Crittenden County,,21055,H1
KY,42459,Crittenden County,,21055,H1
KY,42450,Crittenden County,,21055,H1
KY,42037,Crittenden County,,21055,H1
KY,42064,Crittenden County,,21055,H1
KY,42411,Crittenden County,,21055,H1
KY,42078,Crittenden County,,21055,H1
KY,42715,Cumberland County,,21057,H1
KY,42602,Cumberland County,,21057,H1
KY,42129,Cumberland County,,21057,H1
KY,42759,Cumberland County,,21057,H1
KY,42717,Cumberland County,,21057,H1
KY,42167,Cumberland County,,21057,H1
